,单词,翻译,出现次数
1746,owners,n.物主，所有人( owner的名词复数 );,11
1747,peace,n.和平;和睦;治安;安心;,11
1748,distant,adj.遥远的;冷漠的，冷淡的;远离的，远隔的;不太清晰的;,11
1749,directly,adv.直接地;不久，立即;正好地，恰好地;坦率地;conj.一…就…;,11
1750,otherwise,adv.否则;另外;别的方式;adj.别的，另外的;不同的;conj.否则，不然;,11
1751,partner,n.伙伴;同伙;同伴;配偶;vt.使合作;与…合伙;vi.合伙;合股;成为搭档;,11
1752,creating,v.创造( create的现在分词 );引起;造成;封;,11
1753,six,n.六;六个;六岁;六点;num.六;六个;,11
1754,standard,n.标准，规格;旗，军旗;度量衡标准;直立支柱;adj.标准的，合格的;普遍的，一般的;公认为优秀的;,11
1755,recover,vt.恢复;重新获得;找回;<正>恢复（适当的状态或位置）;vi.恢复健康（体力、能力等）;n.恢复开始时姿势;,11
1756,advances,n.接近，友好的表示，求爱;增长( advance的名词复数 );借款;（价格、价值的）上涨;v.（使）前进( advance的第三人称单数 );（使）发展;促进;提高;,11
1757,cure,vt.治愈;矫正;解决;消除;vi.受治疗;被加工处理;n.治愈;药物;疗法;措施;,11
1758,administration,n.管理;实行;（政府）行政机关;（法律、处罚等的）施行;,11
1759,photo,n.照片，相片;vt.& vi.（给…）拍照;,11
1760,profitable,adj.有利可图的，有益的;可赚钱的，合算的;,11
1761,shared,adj.共享的，共用的;,11
1762,feeding,none,11
1763,unsure,adj.不确定的;缺乏信心的，无把握的;不稳定的;不可靠的;,11
1764,finance,n.财政;金融;财源;资金;vt.为…供给资金， 从事金融活动;赊货给…;掌握财政;,11
1765,blood,n.血，血液;流血，杀戮，杀人（罪），牺牲;有…类型的血的，血统;血气，气质;vt.用血染（皮革等），用血弄湿;使出血，抽…的血;让新人初试做某事，使先取得经验;,11
1766,efficient,adj.有效率的;（直接）生效的;能干的;（因省钱、省时或省力等而）收效大的;,11
1767,translating,v.翻译( translate的现在分词 );解释;转化;被翻译;,11
1768,brackets,n.括弧( bracket的名词复数 );等级;类别层次;壁架;v.把…括在括弧内( bracket的第三人称单数 );把…归为一类;,11
1769,hundreds,n.数百;一百( hundred的名词复数 );,11
1770,hired,v.聘用( hire的过去式和过去分词 );录用;雇用;租用;,11
1771,industries,none,11
1772,intense,adj.热情的，强烈的，紧张的;热烈的，热情的，认真的;[摄]（底片）明暗度强的;有强烈感情（或意见、想法）的;,11
1773,spread,vt.& vi.伸开;展开;（使）传播;（使）散布;n.范围;连续的一段时间;vt.涂;把…覆盖在…上(over);把…敲平;散发（气、烟等）;vi.（景色、景致）展现;传开;（人群）散开;软化;adj.张开的;[语言学]双唇展开的;（宝石）扁薄发光的;（文章、照片等）跨两栏（或多栏）的;,11
1774,committed,adj.忠诚的，坚定的;v.保证（做某事、遵守协议或遵从安排等）( commit的过去式和过去分词 );把…托付给;把…记（或写）下来;承诺;,11
1775,england,n.英格兰;英国;,11
1776,partners,none,11
1777,pressures,none,11
1778,technical,adj.技术（性）的，工艺的，学术（上）的，专门（技术）的，艺术的;[法]根据法律的，法律上的;[商]人造的，用工业方法制造的，由市场内部因素（如投机等）引起的;〈美俚〉外表的，表面上的，浅薄的;,11
1779,faculty,n.能力，才能;全体教职员;<英>（大学的）专科，系;特权，特许;,11
1780,afternoon,n.下午;后期，后部;,11
1781,launch,vt.发射;[计算机]开始（应用程序）;发动;开展（活动、计划等）;vi.投入;着手进行;热衷于…;n.投掷;大船上的小艇;大型敞篷摩托艇;,11
1782,quantity,n.量，数量;定量，大批;数目;[语音学、韵律学]音量（指元音或音节的长短）;,11
1783,diners,none,11
1784,depending,v.依靠( depend的现在分词 );依赖;信赖;决定于;,11
1785,lecture,n.演讲;训斥，教训;vi.作演讲;vt.给…作演讲;教训（通常是长篇大论的）;,11
1786,challenging,adj.挑战性的;引起兴趣的;令人深思的;v.挑战，质疑(challenge的现在分词);,11
1787,treated,adj.已处理过的，精制过的，加工过的;v.处理( treat的过去式和过去分词 );探讨;对待;请（客）;,11
1788,relative,adj.相关的;相对的;相互有关的;比较而言的;n.亲属，亲戚;相关物;亲缘植物（或动物）;[语法学]关系词;,11
1789,humanity,n.人类;人性;人道;人文学科;,11
1790,roommates,n.<英>室友，住在同室的人( roommate的名词复数 );<美>同住一屋（一套公寓等）的人;,11
1791,primarily,adv.首先;首要地，主要地;根本上;本来;,11
1792,regulation,n.管理;控制;规章;规则;adj.规定的，必须穿戴的，必须使用的;,11
1793,vary,vi.变化;不同，偏离;[生]变异;vt.使不同;使多样化;[音乐]变奏;,11
1794,fathers,none,11
1795,tool,n.器具，工具;（有助于做工或完成某事的）用具;受人利用的人;压印机;vt.用工具给…加工;压印;驾车到处跑;vi.使用工具;开车，乘车;,11
1796,glasses,n.眼镜;双筒望远镜;玻璃( glass的名词复数 );玻璃杯;玻璃器皿;眼镜;,11
1797,contrast,n.对比，对照;差异;对照物，对立面;[摄]反差;,11
1798,dependent,adj.依靠的;依赖的;取决于…的;有瘾的;n.受抚养人;受赡养者;依赖他人者;扈从，侍从;,11
1799,predicted,none,11
1800,introduced,adj.[医]引种的，引进的;v.提出( introduce的过去式和过去分词 );介绍;引进;作为…的开头;,11
1801,entire,adj.全部的;整个的;全体的;囫囵;,11
1802,contribution,n.贡献，捐赠，捐助;捐赠，捐助物;投稿，来稿;[军]（向占领地人民征收的）军税;,11
1803,path,n.小路，路;路线，路程;〈比喻〉（人生的）道路;（思想，行为，生活的）途径;,11
1804,bills,n.账单( bill的名词复数 );钞票;清单;广告;,11
1805,inflation,n.膨胀;通货膨胀;夸张;自命不凡;,11
1806,gender,n.<语>性某些语言的（阳性、阴性和中性，不同的性有不同的词尾等）;性别;某些语言的（名词、代词和形容词）性的区分;,11
1807,buildings,n.建筑物( building的名词复数 );楼房;房屋;建筑（艺术或行业）;,11
1808,mainly,adv.大部分地;主要地;基本上;,11
1809,massive,adj.大的，重的;大块的，大量的;魁伟的，结实的;大规模的;,11
1810,essays,none,11
1811,economist,n.经济学家，经济专家;,11
1812,factor,n.因素;<数>因子;代理人;vt.把…因素包括进去;[数学]分解…的因子，将…分解成因子;以代理商（或管家等）的身份行事，做代理商（或管家）;vi.做代理商（或管家）;,11
1813,coach,n.教练;（铁路）旅客车厢;长途客运汽车;四轮大马车;vt.& vi.训练;辅导;vt.训练;指导;vi.作指导;受训练[辅导];坐马车旅行;,11
1814,applicants,none,11
1815,offering,n.提议;课程;贡品，祭品;奉献物;v.提供(offer的ing形式);,11
1816,policies,none,11
1817,descriptive,adj.描写的，描述的;分类的;,11
1818,shouldn,none,11
1819,assets,none,11
1820,motivate,vt.使有动机，促动，激发，诱导;刺激;激发…的积极性;,11
1821,secret,n.秘密，机密;秘诀;奥秘;adj.秘密的，机密的;神秘的;隐秘的;,11
1822,parent,n.父亲（或母亲）;先辈;根源，起源;保护者;,11
1823,profit,n.收益，得益;利润;红利;净值利润率;vt.有益于…，对…有益的;得益;创利润;vi.有益;获利;,11
1824,fields,n.田( field的名词复数 );（作某种用途的）场地;（学习或研究的）领域;运动场;,11
1825,agent,n.代理人;代理商;药剂;特工;vt.由…作中介;由…代理;adj.代理的;,11
1826,printing,n.印刷（术）;（书籍的）一次印刷;印刷字体;一次的印数;v.（在松软的表面）压印( print的现在分词 );把…付印;用印刷体写;冲洗（照片）;,11
1827,solving,v.解决( solve的现在分词 );解答;解释;揭示;,11
1828,owned,adj.自身拥有的;v.承认( own的过去式和过去分词 );拥有;服从于;认领;,11
1829,hotels,none,11
1830,shock,n.休克;震惊;震动;打击;vt.使休克;使震惊;使震动;使受电击;vi.感到震惊;受到震动;堆成禾束堆;adj.浓密的;蓬乱的;,11
1831,nuclear,adj.原子核的，原子能的;[细胞]细胞核的;,11
1832,answersheet,none,11
1833,automated,adj.自动化的;v.自动化(automate的过去分词);自动操;,11
1834,soupios,none,11
1835,assignments,n.分配( assignment的名词复数 );工作;任命;归属;,10
1836,drawing,n.绘画;制图;图画;图样;v.绘画(draw的现在分词);拖;拉;拔出;,10
1837,inside,adj.里面的，内部的;内幕的;内侧的;n.里面，内侧;内脏;内容，内幕;（道路或跑道拐弯处的）内侧;adv.在内地，在内部地;在内侧地;在监狱里;prep.在…以内;在内侧或内部;进入里面;,10
1838,region,n.地区，地域，地带;行政区，管辖区;（大气，海水等的）层，界，境;（学问等的）范围，领域;,10
1839,relatively,adv.关系上地;相对地;比较地;较比;,10
1840,spirit,n.精神，心灵;情绪;勇气;精髓;v.神秘地带走;,10
1841,cross,n.十字架;十字形饰物;杂交品种;痛苦;vi.交错而行;横渡;越境;vt.杂交;横跨，穿越;划掉;使相交;adj.坏脾气的， 易怒的;相反的，反向的;,10
1842,systems,n.[物理化学]系( system的名词复数 );制度;身体;系统;,10
1843,leader,n.领袖，领导者;负责人;指挥者;领唱者;,10
1844,producing,v.生产（ produce的现在分词 ）;产生;制作;创作;,10
1845,count,n.总数;数数;罪状;论点;v.数数;计算总数;把…算入;重要;,10
1846,rid,vt.使摆脱，解除，免除;,10
1847,reports,none,10
1848,reliable,adj.可靠的;可信赖的;真实可信的;n.可靠的人;,10
1849,roads,none,10
1850,exist,vi.存在;生存;生活;继续存在;,10
1851,truly,adv.真正;精确地，正确地;忠实的，诚实地;正当地;,10
1852,precious,adj.宝贵的，珍贵的;贵重的;矫揉造作的;可爱的，宝贝的;adv.<口>很，非常;n.珍爱的人;可爱的人;,10
1853,forgetting,n.遗忘;v.忘记( forget的现在分词 );不再想;忘记做（或带、买等）;不再考虑…的可能;,10
1854,acquire,vt.获得，取得;学到;,10
1855,forming,n.形成;组成;构成;编成;v.形成，构成，产生( form的现在分词 );是;（使）成形;结成（友谊）;,10
1856,normal,adj.正常的;正规的，标准的;[数学]正交的;精神健全的;n.正常，常态;标准;[数学]法线;,10
1857,painful,adj.痛苦的;（肉体）疼的;费力的，（工作）困难的;讨厌的，使人厌烦的;,10
1858,sea,n.海;海洋;许多;大量;,10
1859,civilization,n.文明，文化;开化，教化;修养;文明社会;,10
1860,ideal,adj.理想的，完美的;被认为是最好的;完全或相当令人满意的;想象的，假设的;n.理想;典范，典型;目标，高尚的、有价值的原则或目标;,10
1861,attack,vt.& vi.攻击，进攻，抨击;n.攻击;抨击;（队员等的）进攻;（疾病）侵袭;vt.抨击;非难;侵袭;损害;,10
1862,dog,n.狗;蹩脚货;丑女人;卑鄙小人;v.困扰;跟踪;,10
1863,multiple,adj.多重的;多个的;复杂的;多功能的;n.<数>倍数;[电工学]并联;连锁商店;下有多个分社的旅行社;,10
1864,driver,n.驾驶员，司机;驱动器，驱动程序;驱逐者，驱赶者;（高尔夫球）球棒;,10
1865,faces,n.面容( face的名词复数 );表面;脸;方面;v.面对( face的第三人称单数 );面向…;正视;承认;,10
1866,member,n.成员;分子;身体部位（尤指胳膊或腿）;构件，部件;,10
1867,review,n.复习;回顾;（报刊的）评论;[法]复审;vt.检验;复查;复习;评论;vi.复习功课;写评论;,10
1868,purple,adj.紫色的;帝王的;词藻华美的;n.紫色;紫（红）衣，紫袍;帝位，皇权;皇族;vt.使成紫色;vi.变紫;,10
1869,color,n.<美>颜色，色彩;肤色，脸色，血色;颜料，染料;本质;v.<美>给…涂颜色;改变…的颜色;粉饰，渲染，使带上色彩;脸红;,10
1870,straight,adj.直的;连续的;直率的;整齐的;adv.直地;直接地;坦率地;立即;n.直线;直线部分;,10
1871,loved,none,10
1872,enjoyed,v.享有（ enjoy的过去式和过去分词 ）;玩得快乐;喜欢;,10
1873,barely,adv.仅仅，勉强，好容易才;几乎不，几乎没有;赤裸裸地，无遮蔽地;公然地，露骨地，公开地;,10
1874,relatives,n.亲属( relative的名词复数 );相关物;亲缘植物（或动物）;[语法学]关系词;,10
1875,promised,none,10
1876,consumed,v.消耗( consume的过去式和过去分词 );烧毁;大吃;使充满（强烈的感情）;,10
1877,recording,n.记录，录音;唱片;录了音的磁带;录音的节目;adj.记录的，录音的，录影的;自记的;记录用的;v.记录，录音，拍摄( record的现在分词);显示，自动记下;标明;发表正式（或法律方面的）声明;,10
1878,correct,adj.正确的;合适的;符合公认准则的;得体的;v.改正;批改;指出错误;,10
1879,dozen,n.（一）打，十二个;adj.一打的;,10
1880,studied,adj.有计划的;故意的;深思熟虑的;精通的;v.学习，研究( study的过去式和过去分词 );想出;详细地检查;背诵（台词等）;,10
1881,sounds,vi.听起来;n.声音( sound的名词复数 );音调;嗓音;播音;v.（使）发出声音，响( sound的第三人称单数 );发（音）;试探;探测;,10
1882,regret,vt.后悔，悔恨;遗憾，抱歉;悼念，哀悼;vi.感到后悔，感到抱歉;n.遗憾，惋惜;后悔，悔恨;哀悼;,10
1883,avoiding,none,10
1884,ordinary,adj.普通的;平常的;一般的;平庸的;,10
1885,prospects,none,10
1886,turning,n.旋转;转向;转弯处;车工工艺;v.转动;扭转;（使）变成;“turn”的现在分词;,10
1887,meaningful,adj.意味深长的;有意义的;有意图的;隽;,10
1888,wish,v.希望;想要;祝愿;n.愿望;希望;希望的事 ;祝福;,10
1889,adopted,adj.被收养的，被采用的;v.采用( adopt的过去式和过去分词 );收养;正式接受;吸收（外来词语）;,10
1890,description,n.描述;形容;种类;类型;,10
1891,worrying,adj.焦虑的，烦恼的;令人担心的;,10
1892,bees,n.蜜蜂( bee的名词复数 );（集工作、竞赛、娱乐为一体的）聚会;,10
1893,comment,n.评论;注释;意见;说明;vt.& vi.评论，谈论;vt.表达意见;解释，注释;vi.作注释;作注解;作解释;作评语;,10
1894,wonderful,adj.极好的，精彩的，绝妙的;美妙;胜;神妙;,10
1895,wait,vt.& vi.等候;等待;（尤指长期地）希望;盼望;vi.准备妥;在手边;可得到;可使用;vt.推迟，搁置，延缓;,10
1896,colleagues,none,10
1897,favorite,n.特别喜欢的人（或物）;喜欢的事物;最有希望获胜者（尤指马）;收藏夹;adj.喜爱的，宠爱的，中意的;[美国英语] = favourite;,10
1898,period,n.时期;（一段）时间;学时;句号;adj.具有某个时代特征的;（关于）过去某一特定历史时期的;（家具、服饰、建筑等）某一时代的;,10
1899,pleasant,adj.可爱的;令人愉快的;有趣的;晴朗的;,10
1900,involve,vt.包含;使参与，牵涉;围绕，缠绕;使专心于;,10
1901,recognize,vt.认出;识别;承认;vi.承认，确认;[法律]具结，立保证书;,10
1902,weak,adj.柔弱的，虚弱的;无力的，软弱的;不中用的，愚钝的;淡薄的;,10
1903,vision,n.视力，视觉;美景，绝妙的东西;幻影;想像力;vt.在幻觉中看到;幻想，想象;梦见;,10
1904,location,n.位置，场所;定位;外景（拍摄地）;,10
1905,promoted,v.<正>促进( promote的过去式和过去分词 );提升;推销;使 （学生）升级;,10
1906,shoppers,none,10
1907,households,n.同住在一所房子里的人，一家人，户( household的名词复数 );,10
1908,appear,vi.出现，显现;出庭，出场;演出;发表;,10
1909,patience,n.耐心，耐性;忍耐;单人纸牌游戏;,10
1910,wide,adj.宽的;普遍的;广阔的;张大的，开得很大的;adv.广泛地;充分地;广阔地;n.广大的世界;[板]歪球;,10
1911,plays,none,10
1912,graduation,n.毕业;毕业典礼;刻度，分度;分等级;,10
1913,impossible,adj.不可能的，做不到的;难以忍受的;不会有的，不能相信的;n.不可能;不可能的事;,10
1914,bright,adj.明亮的，鲜亮的;聪明的;辉煌的;活泼的，机灵的，乖巧的;adv.明亮地，光明地，光亮地;欢快地，愉快地;n.车头灯;<古>光辉，辉煌;,10
1915,match,n.比赛;对手;相配的人（或物）;火柴;vt.相同;适应;使较量;使等同于;vt.& vi.使相配，使相称;,10
1916,menu,n.菜单;菜，菜肴;,10
1917,complaining,adj.诉苦的，抱怨的;v.抱怨，诉苦，投诉( complain的现在分词 );申诉，控诉，抗议;诉说，申诉，控告[后面常跟从句];,10
1918,cell,n.<生>细胞;小牢房;电池;<诗>墓穴;vi.住在牢房或小室中;vt.囚禁;,10
1919,phones,none,10
1920,losses,n.损失( loss的名词复数 );损耗;失败;降低;,10
1921,quarter,n.四分之一;一刻钟;地区;（美式足球的）一节;vt.把…四等分;供…住宿;使（士兵）驻扎;,10
1922,happier,adj.幸福的( happy的比较级 );幸运的;乐意的;感到（或显得）幸福的;,10
1923,critics,n.批评家( critic的名词复数 );评论员;批评者;挑剔的人;,10
1924,sites,none,10
1925,moreover,adv.再者;此外;而且;同时;,10
1926,charity,n.慈善（行为）;施舍，捐助;慈善机关;仁爱，宽容;,10
1927,desire,vt.希望;渴望;要求;请求;n.愿望;欲望;希望;请求;vi.有希望;期望;愿望;想望;,10
1928,suggestions,none,10
1929,bikes,none,10
1930,spaces,none,10
1931,bed,n.床;苗圃;河床;（地下由黏土、岩石等构成的）地层;vt.把…固定在;（某人）发生性关系;给人铺床;vi.上床;分层;,10
1932,minute,n.分，分钟;瞬间，片刻;备忘录;会议记录;vt.把…记录在案;为…测定时间;,10
1933,bound,vi.跳，弹跳;限制;接壤;vt.给…划界，限制;使弹回，使跳跃;束缚;n.界限，限制;跃起;（球等的）反跳;adj.用带子绑住的;有义务的;装订的，有封面的;[化，物]结合的;,10
1934,goals,n.球门( goal的名词复数 );得分;进球得的分;努力的对象;,10
1935,afraid,adj.害怕的;担心的;恐怕;畏惧，害怕;,10
1936,sweden,n.瑞典;,10
1937,proverbs,none,10
1938,argument,n.争论，争吵;论据;[数]幅角;主题，情节;,10
1939,freedom,n.自由，自主;直率;特权，特许;自由权;,10
1940,keeping,n.遵守;一致;（与…）协调;保管;v.（使）保持， （使）继续( keep的现在分词 );（食品）保持新鲜;保有;保存;,10
1941,surprised,adj.惊奇的;惊讶的;觉得奇怪的;感觉意外的;,10
1942,techniques,n.技巧( technique的名词复数 );手法;技术;技能;,10
1943,unfortunately,adv.不幸地，遗憾地;可惜;不巧;,10
1944,accept,vi.承认;同意;承兑;vt.接受;承认;承担;承兑;,10
1945,patient,adj.有耐性的;能容忍的;n.患者;病人;病号;,10
1946,mid,adj.中间的;居中的;（用于复合词中）中;prep.在…中间;中天;adv.在船身中部;n.年中，学年中期;,10
1947,rights,n.认股权;右边( right的名词复数 );权利;右手;v.纠正( right的第三人称单数 );公正对待;整理;补偿;,10
1948,concept,n.观念，概念;观点;思想，设想，想法;总的印象;,10
1949,conference,n.会议;讨论;（正式）讨论会;[工会、工党用语]（每年的）大会;vi.举行或参加（系列）会议;,10
1950,floor,n.地面，地板;楼层;底部;议员席;vt.铺地板;击败，打倒;,10
1951,kao,none,10
1952,applying,none,10
1953,nutrition,n.营养，滋养;营养品;营养学;食物;,10
1954,continues,none,10
1955,vital,adj.维持生命所必需的;至关重要的;生死攸关的;生气勃勃的;,10
1956,suggested,adj.暗示的;v.建议( suggest的过去式和过去分词 );暗示;使想起;启示;,10
1957,depend,vi.依靠;依赖;信赖;决定于;,10
1958,wise,adj.聪明的，有智慧的;博学的，博识的;明白的;像智者的;vt.使知道，使懂得;教导;指点;vi.了解，知道;,10
1959,longevity,n.长寿;寿命;长期供职;,10
1960,die,vt.& vi.死亡，熄灭;凋零，枯萎;渴望，盼望;n.钢型，硬模;骰子;,10
1961,qualities,none,10
1962,tourists,n.旅行者，观光客( tourist的名词复数 );,10
1963,gaming,n.赌博;博奕;,10
1964,commerce,n.商业;商务;贸易;,10
1965,transactions,n.处理( transaction的名词复数 );事务;（一笔）交易;[复数]（学术团体等的）议事录;,10
1966,differ,vi.不同，相异;不同意，意见相左;争吵;,10
1967,conscious,adj.有意识的，神志清醒的;自觉的，有意的;（痛苦，感情，冷气等）感觉得到的;同“self-conscious“;,10
1968,loans,n.借出物，借款( loan的名词复数 );v.借出，贷与（尤指钱）( loan的第三人称单数 );出借（贵重物品给博物馆等）;,10
1969,september,n.九月;[电影]情怀九月天;,10
1970,enjoyable,adj.愉快的，快乐的;,10
1971,applied,adj.（尤指某种科学）应用的，实用的;v.应用( apply的过去式和过去分词 );[apply oneself]使（自己）致力于;[apply oneself]使从事于;使接触;,10
1972,aspects,n.方面( aspect的名词复数 );面貌;方位;样子;,10
1973,talent,n.天资，才能;天才，人才;塔兰特，古代的一种计量单位，可用来记重量或作为货币单位;<旧，非正式>性感的人;,10
1974,stressful,adj.有压力的;,10
1975,beauty,n.美好;美人;完美;突出的范例;,10
1976,electronic,adj.电子的;电子操纵的;用电子设备生产的;用电子设备完成的;,10
1977,citizens,n.公民( citizen的名词复数 );国民;市民;平民;,10
1978,vehicles,n.运载工具;传播媒介;（为展露演员才华而）特意编写的一出戏（或电影等）;[画]展色剂;交通工具( vehicle的名词复数 );车辆;传播媒介;手段;,10
1979,circumstances,n.境况;境遇;（尤指）经济状况;命运;环境( circumstance的名词复数 );事件;境遇;机遇;,10
1980,rapidly,adv.很快地，迅速地;立即;,10
1981,properly,adv.适当地;恰当地;正确地;完全，非常;,10
1982,diseases,n.疾病( disease的名词复数 );弊端;恶疾;痼疾;,10
1983,issues,n.（水等的）流出( issue的名词复数 );出口;放出;（特别重要或大众关注的）问题;v.出版( issue的第三人称单数 );发表;宣布;分配;,10
1984,gas,n.气体;[矿业] 瓦斯;汽油;毒气;vt.加油;毒（死）;vi.加油;放出气体;空谈;int.该死！（令人气愤的人应即被送毒气室处死）;,10
1985,supplies,n.日用（必需）品;供应;补给;供应量;供给物( supply的名词复数 );储备物质;粮食;v.供给( supply的第三人称单数 );补充;弥补（缺陷、损失等）;向…提供（物资等）;,10
1986,cope,vi.成功地应付，对付;对抗;n.长袍;斗篷状覆盖物;墙帽;vt.笼罩;给…盖墙压顶;,10
1987,eu,none,10
1988,hunger,n.饿，饥饿;欲望;vt.& vi.（使）饥饿;vi.渴望;,10
1989,calorie,n.大卡;千卡（食物所产生的能量单位）;卡路里;卡（热量单位）;,10
1990,gifts,none,10
1991,hetty,none,10
1992,wallet,n.钱包，皮夹子;,10
1993,core,n.中心，核心，精髓;果心，果核;[地质学]地核;[计] 磁心;vt.去（果）核，挖去…的果心;提取岩芯（样品）;,9
1994,western,adj.西方的;欧美的;n.西部电影，西部小说;西方人;,9
1995,indicate,vt.表明，标示，指示;象征，暗示，预示;[医]显示需要做…的治疗;,9
1996,arrived,v.到达，来( arrive的过去式和过去分词 );发生;,9
1997,surprising,adj.使人惊讶的，出人意料的，惊人的;惊人的，意外的;奇怪的，不可思议的;v.使惊奇，使诧异( surprise的现在分词);意外发现[撞见]，出其不意获得;,9
1998,surveyed,none,9
1999,competitors,none,9
